Q6581072,female,Female,#e55e5e,,
Q1052281,transgender female,Transgender female,#BB737B,,
Q1097630,intersex,Intersex,#908897,,
Q2449503,transgender male,Transgender male,#669DB4,,
Q6581097,male,Male,#3bb2d0,,
Q178561,battle,,,Events,#ff3333
Q188055,siege,,,Events,#ff3333
Q3199915,massacre,,,Events,#ff3333
Q107706,armistice,,,Events,#ff3333
Q750215,mass murder,,,Events,#ff3333
Q891854,bomb attack,,,Events,#ff3333
Q898712,aircraft hijacking,,,Events,#ff3333
Q217327,suicide attack,,,Events,#ff3333
Q135010,war crime,,,Events,#ff3333
Q467011,invasion,,,Events,#ff3333
Q138796,resistance movement,,,Events,#ff3333
Q2223653,terrorist attack,,,Events,#ff3333
Q175331,Demonstration,,,Events,#ff3333
Q47150325,calendar day of a given year,,,Events,#ff3333
Q1679887,student protest,,,Events,#ff3333
Q43109,referendum,,,Events,#ff3333
Q57598,national day,,,Events,#ff3333
Q131569,treaty,,,Events,#ff3333
Q2558684,world day,,,Events,#ff3333
Q1197685,public holiday,,,Events,#ff3333
Q1062856,anniversary,,,Events,#ff3333
Q11514315,historical period,,,Events,#ff3333
Q103495,world war,,,Events,#ff3333
Q13418847,historical event,,,Events,#ff3333
Q198,war,,,Events,#ff3333
Q25917154,car bombing,,,Events,#ff3333
Q124734,rebellion,,,Events,#ff3333
Q16560,palace,,,Buildings,#ffdd33
Q41176,building,,,Buildings,#ffdd33
Q23413,castle,,,Buildings,#ffdd33
Q751876,château,,,Buildings,#ffdd33
Q684740,real property,,,Buildings,#ffdd33
Q811979,architectural structure,,,Buildings,#ffdd33
Q1516079,cultural heritage ensemble,,,Buildings,#ffdd33
Q33506,museum,,,Buildings,#ffdd33
Q16970,church,,,Buildings,#ffdd33
Q233324,seminary,,,Buildings,#ffdd33
Q160742,abbey,,,Buildings,#ffdd33
Q817056,benedictine abbey,,,Buildings,#ffdd33
Q163687,basilica,,,Buildings,#ffdd33
Q120560,minor basilica,,,Buildings,#ffdd33
Q44613,monastery,,,Buildings,#ffdd33
Q1564373,mission complex,,,Buildings,#ffdd33
Q179700,statue,,,Buildings,#ffdd33
Q1779653,colossal statue,,,Buildings,#ffdd33
Q3918,university,,,Buildings,#ffdd33
Q1785071,fort,,,Buildings,#ffdd33
Q1426271,route nationale,,,Buildings,#ffdd33
Q19796778,route départementale,,,Buildings,#ffdd33
Q3950,villa,,,Buildings,#ffdd33
Q24354,theater,,,Buildings,#ffdd33
Q14752696,ancient Roman structure,,,Buildings,#ffdd33
Q82117,city gate,,,Buildings,#ffdd33
Q11303,skyscraper,,,Buildings,#ffdd33
Q1088552,Catholic church building,,,Buildings,#ffdd33
Q34442,road,,,Buildings,#ffdd33
Q2977,cathedral,,,Buildings,#ffdd33
Q19899465,former church,,,Buildings,#ffdd33
Q317557,parish church,,,Buildings,#ffdd33
Q44782,port,,,Buildings,#ffdd33
Q7493941,shelter,,,Buildings,#ffdd33
Q1223230,Roman bridge,,,Buildings,#ffdd33
Q83620,thoroughfare,,,Buildings,#ffdd33
Q15848826,city palace,,,Buildings,#ffdd33
Q143912,triumphal arch,,,Buildings,#ffdd33
Q2087181,house museum,,,Buildings,#ffdd33
Q489357,farmhouse,,,Buildings,#ffdd33
Q1076486,sports venue,,,Buildings,#ffdd33
Q483110,stadium,,,Buildings,#ffdd33
Q19860854,destroyed building or structure,,,Buildings,#ffdd33
Q245016,military base,,,Buildings,#ffdd33
Q1497375,architectural ensemble,,,Buildings,#ffdd33
Q18247357,group of structures or buildings,,,Buildings,#ffdd33
Q158555,cable-stayed bridge,,,Buildings,#ffdd33
Q12280,bridge,,,Buildings,#ffdd33
Q1436181,maison de plaisance,,,Buildings,#ffdd33
Q595452,baseball venue,,,Buildings,#ffdd33
Q1440300,observation tower,,,Buildings,#ffdd33
Q12518,tower,,,Buildings,#ffdd33
Q12570,suspension bridge,,,Buildings,#ffdd33
Q911663,bascule bridge,,,Buildings,#ffdd33
Q158438,arch bridge,,,Buildings,#ffdd33
Q1735471,box girder bridge,,,Buildings,#ffdd33
Q12042110,steel bridge,,,Buildings,#ffdd33
Q537127,road bridge,,,Buildings,#ffdd33
Q8502,mountain,,,Nature,#77ff33
